ID_CLIENTE;FANTASIA;CODTAB;ID_VENDEDOR;VENDEDOR;CIDADE;GRUPODESC
369;REDE COMPRAS MARCILIO DIAS LJ 03;1;15;FERNANDO.PB;Campina Grande;REDE COMPRAS
370;REDE COMPRAS LJ 04 -REDE BAIRRO;1;15;FERNANDO.PB;Campina Grande;REDE COMPRAS
371;REDE COMPRAS-BOM COMERCIO LJ 01;1;15;FERNANDO.PB;Campina Grande;REDE COMPRAS
372;REDE COMPRAS-BOMQUESO ATAC. AUTO S. LJ 0;1;15;FERNANDO.PB;Campina Grande;REDE COMPRAS
373;REDE COMPRAS ATACAREJO DASERRA - CD;1;15;FERNANDO.PB;Campina Grande;REDE COMPRAS
374;REDE COMPRAS-BOMQUESO 3;1;15;FERNANDO.PB;Campina Grande;REDE COMPRAS
375;SUP. VITORIA - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
376;O FILEZAO- REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
377;ACOUGUE MERC. 2 IRMAOS - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
378;MASTER SUP. - REDE COMPREMAIS;2;15;FERNANDO.PB;QUEIMADAS;REDE COMPREMAIS
379;SUP. O SACOLAO - REDE COMPREMAIS;2;15;FERNANDO.PB;QUEIMADAS;REDE COMPREMAIS
380;MERC. COBAL- REDE COMPREMAIS;2;15;FERNANDO.PB;AREIA;REDE COMPREMAIS
381;SUP. FILEZAO - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
382;SUP. TOURAO - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
383;SUP. ESTRELA 2 - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
384;SUP. ESTRELA - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
385;VAREJAO PADRE CICERO - REDE COMPREMAIS;2;15;FERNANDO.PB;REMIGIO;REDE COMPREMAIS
386;SUP. O PAULISTAO - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
387;AVICOLA CENTRAL 1 - REDE COMPREMAIS;2;15;FERNANDO.PB;SUME;REDE COMPREMAIS
388;SUP. COMPREMAIS - REDE COMPREMAIS;2;15;FERNANDO.PB;REMIGIO;REDE COMPREMAIS
389;MERCEARIA ALVES - REDE COMPREMAIS;2;15;FERNANDO.PB;MONTEIRO;REDE COMPREMAIS
390;MALVES - REDE COMPREMAIS;2;15;FERNANDO.PB;MONTEIRO;REDE COMPREMAIS
392;SUP. CANTALICE - REDE COMPREMAIS;2;15;FERNANDO.PB;JUAZEIRINHO;REDE COMPREMAIS
393;SUP. TADEU - REDE COMPREMAIS;2;15;FERNANDO.PB;LAGOA SECA;REDE COMPREMAIS
394;TADEU SUP. - REDE COMPREMAIS;2;15;FERNANDO.PB;LAGOA SECA;REDE COMPREMAIS
395;SUP. SERVE BEM - REDE COMPREMAIS;2;15;FERNANDO.PB;Alagoa Grande;REDE COMPREMAIS
396;SUP. CASTELINHO - REDE COMPREMAIS;2;15;FERNANDO.PB;Pocinhos;REDE COMPREMAIS
398;MERC. PROVISAO I - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
399;MERC. PROVISAO II - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
400;Q' PRECO SUP. - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
402;SUP. BOM PRECO - REDE COMPREMAIS;2;15;FERNANDO.PB;SAO JOAO DO CARIRI;REDE COMPREMAIS
403;AVICOLA CENTRAL II - REDE COMPREMAIS;2;15;FERNANDO.PB;SUME;REDE COMPREMAIS
404;SUP. SOUZAO - REDE COMPREMAIS;2;15;FERNANDO.PB;AROEIRAS;REDE COMPREMAIS
405;R&D SUPERMERCADO - REDE COMPREMAIS;2;15;FERNANDO.PB;PRATA;REDE COMPREMAIS
406;MULT VAREJAO - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
407;DM SUP. - REDE COMPREMAIS;2;15;FERNANDO.PB;BOA VISTA;REDE COMPREMAIS
408;R&D SUPERMERCADO - REDE COMPREMAIS;2;15;FERNANDO.PB;AMPARO;REDE COMPREMAIS
409;SUP. MINIPRECO - REDE COMPREMAIS;2;15;FERNANDO.PB;BOQUEIRAO;REDE COMPREMAIS
410;SACOLAO DM - REDE COMPREMAIS;2;15;FERNANDO.PB;SOLEDADE;REDE COMPREMAIS
412;SUP. GALANTE - REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
413;SUP. FAVORITO AYRTON SENA 02;3;57;PAULINO.RN;Natal;FAVORITO
414;SUP. FAVORITO PONTA NEGRA 01;3;57;PAULINO.RN;Natal;FAVORITO
415;SUP. FAVORITO Z.NORTE LJ 03;47;18;ANDRE.RN;Natal;FAVORITO ATC
416;SUP. FAVORITO MACAIBA LJ 04;3;36;KELVIN.RN;Macaiba;FAVORITO
417;SUP. FAVORITO CANGUARETAMA LJ 06;3;0;<SEM VENDEDOR>;Canguaretama;
419;SUP. FAVORITO CENTRO PARNAMIRIM LJ 08;3;57;PAULINO.RN;Parnamirim;FAVORITO
420;SUP. TODO DIA  MATRIZ LJ 01-SBC ATACADO;2;11;CHATEAU.RN;Extremoz;GRUPO SBC
421;SUP. POTIGUARLJ 01-SBC ATACADO;2;36;KELVIN.RN;Macaiba;GRUPO SBC
422;SUP. POTIGUAR LJ 02 MACAIBA-SBC ATACAD;2;36;KELVIN.RN;Macaiba;GRUPO SBC
423;SUP. POTIGUAR LJ 03 PARNAMIRIM-SBC ATA;2;11;CHATEAU.RN;Parnamirim;GRUPO SBC
424;SUP. TODO DIA LJ 02-SBC ATACADO;2;11;CHATEAU.RN;Extremoz;GRUPO SBC
425;SUP. TODO DIA LJ 03 CENTRO-SBC ATA;2;11;CHATEAU.RN;Extremoz;GRUPO SBC
426;SUP. DOIS IRMAOS-REDE IDEAL;43;63;TALITA.RN;AREIA BRANCA;REDE IDEAL
427;REDE IDEAL SUPERMERCADOS;43;63;TALITA.RN;Acu;REDE IDEAL
428;CARVALHO SUP. - REDE IDEAL;43;63;TALITA.RN;Acu;REDE IDEAL
429;KI-PRECO ESTIVAS-REDE KI PRECO;2;2;MIGUEL.PB;SANTA RITA;KI-PRECO
430;REDE SMART-REDE KI PRECO CRUZ DAS ARMAS;2;2;MIGUEL.PB;Joao Pessoa;KI-PRECO
431;KBY ESTIVAS IMACULADA-REDE KI PRECO;2;2;MIGUEL.PB;Bayeux;KI-PRECO
432;MERC.CORONEL LIRA-REDE KI PRECO;2;2;MIGUEL.PB;Bayeux;KI-PRECO
433;COML. KIPRECO ALTO DA BOA VISTA-REDE KI PRECO;2;2;MIGUEL.PB;Bayeux;KI-PRECO
434;MINIBOX BOMDEMAIS-REDE KI PRECO;2;2;MIGUEL.PB;Joao Pessoa;KI-PRECO
435;JE ESTIVAS VARZEA NOVA-REDE KI PRECO;2;2;MIGUEL.PB;SANTA RITA;KI-PRECO
436;KV COMERCIO VALENTINA-REDE KI PRECO;2;2;MIGUEL.PB;Joao Pessoa;KI-PRECO
437;KIPRECO SUP. ILHA DO BISPO-REDE KI PRECO;2;2;MIGUEL.PB;Joao Pessoa;KI-PRECO
438;HIPER LEVE MAIS;2;56;SEVERIANO.PB;JABOATAO GUARARAPES;LEVE MAIS
439;SUP. LEVE MAIS;2;56;SEVERIANO.PB;JABOATAO GUARARAPES;LEVE MAIS
440;REDE MAIS MJ CID.ESPERANCA SERVEBEM LJ-03;2;46;LIDIANE.RN;Natal;REDE MAIS
441;REDE MAIS CURRAIS NOVOS LJ 02;2;14;GILSON.RN;Currais Novos;REDE MAIS
442;REDE MAIS SUP. OPCAO;2;11;CHATEAU.RN;Ceara-Mirim;REDE MAIS
443;REDE MAIS VENEZA NOVA DESCOBERTA;2;57;PAULINO.RN;Natal;REDE MAIS
444;REDE MAIS SUP.COMPRE BEM CID.ESPERANCA;2;46;LIDIANE.RN;Natal;REDE MAIS
445;REDE MAIS CRUZETA;2;14;GILSON.RN;CRUZETA;REDE MAIS
446;REDE MAIS PARNAMIRIM SERVE BEM CENTRO;2;57;PAULINO.RN;Parnamirim;REDE MAIS
447;REDE MAIS COMVENE PAJUCARA;2;18;ANDRE.RN;Natal;REDE MAIS
448;REDE MAIS COMPREBEM MACAU;2;11;CHATEAU.RN;Macau;REDE MAIS
449;REDE MAIS NOVA CRUZ;2;64;CLAUDIO.RN;Nova Cruz;REDE MAIS
450;REDE MAIS JOAO CAMARA;2;11;CHATEAU.RN;Joao Camara;REDE MAIS
451;REDE MAIS MJ FELIPE C. SERVE BEM;2;46;LIDIANE.RN;Natal;REDE MAIS
452;REDE MAIS MJ GOIS PLANALTO SERVE BEM;2;46;LIDIANE.RN;Natal;REDE MAIS
453;REDE MAIS ROSA DOS VENTOS;2;57;PAULINO.RN;Parnamirim;REDE MAIS
454;REDE MAIS SANTA CRUZ;2;64;CLAUDIO.RN;Santa Cruz;REDE MAIS
455;REDE MAIS-SUPERMERCADO OPCAO;2;11;CHATEAU.RN;Ceara-Mirim;REDE MAIS
456;REDE MAIS COMPRE BEM S.JOSE MIP.;2;64;CLAUDIO.RN;Sao Jose de Mipibu;REDE MAIS
457;REDE MAIS DA TERRA ALECRIM;2;46;LIDIANE.RN;Natal;REDE MAIS
458;REDE MAIS COMVENE S. G. AMARANTE;2;18;ANDRE.RN;Sao Goncalo do Amarante;REDE MAIS
459;REDE MAIS OPCAO DEPOSITO;1;11;CHATEAU.RN;Ceara-Mirim;REDE MAIS ATC
460;REDE MAIS LEVA MAIS ATACAREJO SAO JOSE;1;64;CLAUDIO.RN;Sao Jose de Mipibu;REDE MAIS ATC
461;REDE MAIS DIX-SEPT ROSADO LJ 4;2;57;PAULINO.RN;Natal;REDE MAIS
462;REDE MAIS REDINHA;2;18;ANDRE.RN;Natal;REDE MAIS
463;REDE MAIS MJ SELECT PARNAMIRIM;2;46;LIDIANE.RN;Parnamirim;REDE MAIS
464;REDE MAIS JUCURUTU;2;14;GILSON.RN;Jucurutu;REDE MAIS
465;REDE MAIS NOVA ESPERANCA;2;57;PAULINO.RN;Parnamirim;REDE MAIS
466;REDE MAIS SUP. OPCAO ZN;2;64;CLAUDIO.RN;Natal;REDE MAIS
467;REDE MAIS SUP.VENEZA ZN CIDADE DAS ROSAS;2;18;ANDRE.RN;Sao Goncalo do Amarante;REDE MAIS
468;REDE MAIS PARELHAS;2;14;GILSON.RN;PARELHAS;REDE MAIS
469;VITAL SUP. LJ 07 - NOSSA GENTE;2;11;CHATEAU.RN;SAO MIGUEL GOSTOSO;NOSSA GENTE
471;SUP. QUEIROZ LJ 09 - R. NOSSA GENTE;2;11;CHATEAU.RN;Natal;NOSSA GENTE
472;SUP. SAO JORGE LJ 17 - R. NOSSA GENTE;2;64;CLAUDIO.RN;PEDRO VELHO;NOSSA GENTE
473;SUP. NOVA VIDA LJ 01 - R. NOSSA GENTE;2;11;CHATEAU.RN;Natal;NOSSA GENTE
474;MERCANTIL IDEAL LJ 02 - NOSSA GENTE;2;11;CHATEAU.RN;Natal;NOSSA GENTE
475;SUP. PROGRESSO LJ 03 - R. NOSSA GENTE;2;64;CLAUDIO.RN;LAGOA D'ANTA;NOSSA GENTE
476;O ECONOMICO LJ 04 - R. NOSSA GENTE;2;64;CLAUDIO.RN;PASSA E FICA;NOSSA GENTE
477;KI-PANORAMA LJ 11 - R. NOSSA GENTE;2;11;CHATEAU.RN;Natal;NOSSA GENTE
478;O PARAIBANO LJ 12 - R. NOSSA GENTE;2;64;CLAUDIO.RN;Goianinha;NOSSA GENTE
479;SUP. ALEGRIA LJ 06 - R. NOSSA GENTE;2;20;ELIZABETE.RN;Ceara-Mirim;NOSSA GENTE
482;SUP. BOM DE PRECO LJ 13 - NOSSA GENTE;2;11;CHATEAU.RN;Natal;NOSSA GENTE
483;SUP. LEVE MAIS LJ 14 - R. NOSSA GENTE;2;64;CLAUDIO.RN;BAIA FORMOSA;NOSSA GENTE
484;O ECONOMICO LJ 16 - R. NOSSA GENTE;2;64;CLAUDIO.RN;VARZEA;NOSSA GENTE
485;O PARAIBANO SUP. LJ 18 -R. NOSSA GENTE;2;64;CLAUDIO.RN;Canguaretama;NOSSA GENTE
486;O BARATEIRO SUP.-REDE OESTE;43;14;GILSON.RN;TENENTE ANANIAS;REDE OESTE
487;MERC. PAI E FILHO-REDE OESTE;43;14;GILSON.RN;Umarizal;REDE OESTE
488;SUP. O BONERJAO-REDE OESTE;43;14;GILSON.RN;MARTINS;REDE OESTE
489;ARMAZEM SAO FRANCISCO-REDE OESTE;43;14;GILSON.RN;PORTALEGRE;REDE OESTE
490;SUP. MONTEIRO-REDE OESTE;43;14;GILSON.RN;APODI;REDE OESTE
491;MERC. MINI PRECO-REDE OESTE;43;14;GILSON.RN;ITAU;REDE OESTE
492;MERCANTIL ALVES-REDE OESTE;43;14;GILSON.RN;DOUTOR SEVERIANO;REDE OESTE
493;MERCANTIL ESTRELA-REDE OESTE;43;14;GILSON.RN;SAO FRANCISCO OESTE;REDE OESTE
494;SUP. BODORO-REDE OESTE;43;14;GILSON.RN;FRUTUOSO GOMES;REDE OESTE
495;REAL SUP. - REDE OESTE;42;14;GILSON.RN;ALEXANDRIA;REDE OESTE ATC
496;SUP. SAO JOAO-REDE OESTE;43;14;GILSON.RN;APODI;REDE OESTE
497;SUP. GOMES & FILHOS-REDE OESTE;43;14;GILSON.RN;SEVERIANO MELO;REDE OESTE
498;MERC. SAO VICENTE-REDE OESTE;43;14;GILSON.RN;AGUA NOVA;REDE OESTE
499;PROGRESSO SUP.-REDE OESTE;43;14;GILSON.RN;Pau dos Ferros;REDE OESTE
501;SUP. LUCRECIENSE-REDE OESTE;43;14;GILSON.RN;LUCRECIA;REDE OESTE
502;SUP. PRAXEDES;1;14;GILSON.RN;CARAUBAS;
503;QUEIROZ PATU;43;14;GILSON.RN;PATU;QUEIROZ 1 - J
504;HIPER QUEIROZ MACAU;42;11;CHATEAU.RN;Macau;QUEIROZ 1-J AT
505;QUEIROZ CARAUBAS;43;14;GILSON.RN;CARAUBAS;QUEIROZ 1 - J
506;QUEIROZ SAO BENTO PB;2;15;FERNANDO.PB;SAO BENTO;QUEIROZ 1-J PB
508;QUEIROZ PATOS-PB;2;15;FERNANDO.PB;PATOS;QUEIROZ 1-J PB
509;QUEIROZ ATACADAO LESTE OESTE NOVO;42;63;TALITA.RN;Mossoro;QUEIROZ 1-J AT
510;QUEIROZ NOVA BETANIA NOVO;43;63;TALITA.RN;Mossoro;QUEIROZ 1 - J
512;QUEIROZ B. HORIZONTE NOVO;43;63;TALITA.RN;Mossoro;QUEIROZ 1 - J
513;QUEIROZ BOA VISTA NOVO;43;63;TALITA.RN;Mossoro;QUEIROZ 1 - J
514;STOCK FRIOS ASSU;42;63;TALITA.RN;Acu;QUEIROZ 1-J AT
515;QUEIROZ ATACADAO J. CAMARA;42;11;CHATEAU.RN;Joao Camara;QUEIROZ 1-J AT
516;STOC FRIOS Z. NORTE;42;18;ANDRE.RN;Sao Goncalo do Amarante;QUEIROZ 1-J AT
517;QUEIROZ PATOS NOVO-PB;2;15;FERNANDO.PB;PATOS;QUEIROZ 1-J PB
518;QUEIROZ ATACADAO CEARA MIRIM;42;11;CHATEAU.RN;Ceara-Mirim;QUEIROZ 1-J AT
519;QUEIROZ ATACADAO PARNAMIRIM;42;57;PAULINO.RN;Parnamirim;QUEIROZ 1-J AT
520;QUEIROZ ALTO SAO MANOEL(CELIA);43;63;TALITA.RN;Mossoro;QUEIROZ 2 - G
521;QUEIROZ PAU DOS FERROS;43;14;GILSON.RN;Pau dos Ferros;QUEIROZ 2 - G
522;QUEIROZ BARAUNAS;43;63;TALITA.RN;BARAUNA;QUEIROZ 2 - G
523;QUEIROZ APODI;43;14;GILSON.RN;APODI;QUEIROZ 2 - G
524;QUEIROZ DOM JAIME(CELIA);43;63;TALITA.RN;Mossoro;QUEIROZ 2 - G
525;QUEIROZ SANTA DELMIRA II;43;63;TALITA.RN;Mossoro;QUEIROZ 2 - G
526;COMERCIAL QUEIROZ AEROPORTO II;43;1;DIRETO.FABRICA;Mossoro;QUEIROZ 2 - G
527;QUEIROZ CD GESIMAR;1;0;<SEM VENDEDOR>;Mossoro;
528;QUEIROZ CAICO;43;14;GILSON.RN;Caico;QUEIROZ 2 - G
529;SUP. ACACIA CENTRO LJ 01 - R. QUERO BEM;43;14;GILSON.RN;MARTINS;QUERO BEM
530;MERC. ALECRIM-R. QUERO BEM;43;14;GILSON.RN;SERRINHA DOS PINTOS;QUERO BEM
531;ACACIA SUP. JOCELIN VILAR LOJA 2 - R. QUERO BEM;43;14;GILSON.RN;MARTINS;QUERO BEM
532;SUP. SAO FRANCISCO-R. QUERO BEM;43;14;GILSON.RN;MAJOR SALES;QUERO BEM
533;MERC. MEDEIROS-R. QUERO BEM;43;14;GILSON.RN;JOSE DA PENHA;QUERO BEM
534;MERC. CENTRAL-R. QUERO BEM;43;14;GILSON.RN;MARCELINO VIEIRA;QUERO BEM
535;RS VIEIRA;1;14;GILSON.RN;TENENTE ANANIAS;
536;REBOUCAS CENTRO;38;63;TALITA.RN;Mossoro;REBOUCAS
537;REBOUCAS SANTO ANTONIO;38;63;TALITA.RN;Mossoro;REBOUCAS
538;REBOUCAS BELO HORIZONTE;38;63;TALITA.RN;Mossoro;REBOUCAS
539;REBOUCAS ASSU;38;63;TALITA.RN;Acu;REBOUCAS
540;REBOUCAS ALTO DE SAO MANOEL;38;63;TALITA.RN;Mossoro;REBOUCAS
541;DIA A DIA ATACADO REBOUCAS;42;63;TALITA.RN;Mossoro;REBOUCAS ATAC
542;SUP. MEDEIROS-MATRIZ REDE RN;2;11;CHATEAU.RN;TOUROS;REDE RN
543;SUP. CATOLE-NOVA CRUZ MATRIZ - SUPER SHOW;2;64;CLAUDIO.RN;Nova Cruz;SUPER SHOW
544;SUP. BOM JESUS-REDE RN;2;11;CHATEAU.RN;Natal;REDE RN
545;MERC. BARRACAO REDE RN;2;11;CHATEAU.RN;Natal;REDE RN
546;MERC. LEMOS - REDE RN;2;11;CHATEAU.RN;Sao Goncalo do Amarante;REDE RN
547;SUP. CATOLE II PEDRO VELHO - SUPER SHOW;2;64;CLAUDIO.RN;PEDRO VELHO;SUPER SHOW
548;PANIF. VOLLET- REDE RN;2;11;CHATEAU.RN;Natal;REDE RN
549;C-ASA DISTRIBUICAO ZN - LJ 01;1;11;CHATEAU.RN;Natal;GRUPO C-ASA
550;SUP. MEDEIROS  FILIAL LOJ 02-REDE RN;2;11;CHATEAU.RN;TOUROS;REDE RN
551;SUP. RODRIGUES MATRIZ REDE RN;2;11;CHATEAU.RN;Ceara-Mirim;REDE RN
554;SUP. BARRETAO - REDE RN;2;11;CHATEAU.RN;Natal;REDE RN
555;SUP. RODRIGUES FILIAL REDE RN;2;11;CHATEAU.RN;Ceara-Mirim;REDE RN
556;SUP. RESNASCER- REDE RN;2;64;CLAUDIO.RN;Santa Cruz;REDE RN
557;SUP. SAO JOSE-PASSA E FICA -  REDE RN;2;64;CLAUDIO.RN;PASSA E FICA;REDE RN
559;EXTREMOZ SUPERMERCADOS LJ 03 - G. C-ASA;1;11;CHATEAU.RN;Extremoz;GRUPO C-ASA
560;QUALYFRIOS ALECRIM - REDE RN;2;11;CHATEAU.RN;Natal;REDE RN
561;EXTREMOZ SUPERMERCADOS LJ 04 - G. C-ASA;1;11;CHATEAU.RN;Extremoz;GRUPO C-ASA
562;SUP. SANTO ANTONIO-REDE RN;2;64;CLAUDIO.RN;BARCELONA;REDE RN
563;SUP. SOBRINHO - REDE SERIDO;2;14;GILSON.RN;CERRO CORA;SERIDO
564;SUP. IRMAOS CANTALICE - REDE SERIDO;2;14;GILSON.RN;EQUADOR;SERIDO
565;SUP. SAO FRANCISCO - REDE SERIDO;2;14;GILSON.RN;Caico;SERIDO
566;SUP. SERRANEGRENSE - REDE SERIDO;2;14;GILSON.RN;SERRA NEGRA DO NORTE;SERIDO
567;SUP. DANTAS - REDE SERIDO;2;14;GILSON.RN;CARNAUBA DOS DANTAS;SERIDO
568;COMERCIAL BEZERRA - REDE SERIDO;2;14;GILSON.RN;LAGOA NOVA;SERIDO
569;SUP. PYETRO - REDE SERIDO;2;14;GILSON.RN;S?o Jos? do Serid?;SERIDO
570;SUP. SAO MANOEL - REDE SERIDO;2;14;GILSON.RN;FLORANIA;SERIDO
571;O LOJAO DA ECONOMIA;2;14;GILSON.RN;Jucurutu;
572;MERCADO UNIAO - REDE SERIDO;2;14;GILSON.RN;Caico;SERIDO
573;SUP. FLORACI;2;14;GILSON.RN;Jucurutu;
575;SUP. SERIDO - REDE SERIDO;2;14;GILSON.RN;Currais Novos;SERIDO
577;SUP. POPULAR - REDE SERIDO;2;14;GILSON.RN;CRUZETA;SERIDO
578;MERC.MEDEIROS - REDE SERIDO;2;14;GILSON.RN;SANTANA DO MATOS;SERIDO
579;SUP. ALTERNATIVO-REDE SERIDO;2;14;GILSON.RN;Currais Novos;SERIDO
580;MERC. NOVA OP?ﬁO - REDE SERIDO;2;14;GILSON.RN;BODO;SERIDO
581;SUP. M DIAS - REDE SERIDO;2;14;GILSON.RN;PARELHAS;SERIDO
583;SUPERBOX N. S. APARECIDA-REDE SERIDO;2;14;GILSON.RN;JARDIM DO SERIDO;SERIDO
584;SUPERBOX N S APARECIDA - REDE SERIDO;2;14;GILSON.RN;JARDIM DO SERIDO;SERIDO
585;SUP. NOVA OPCAO - REDE SERIDO;2;14;GILSON.RN;SAO VICENTE;SERIDO
586;SUP. BOM MAIS - R.SUPER LEGAL;2;15;FERNANDO.PB;PATOS;SUPER LEGAL
587;SUP. O CAIPIRA - R.SUPER LEGAL;2;15;FERNANDO.PB;COREMAS;SUPER LEGAL
588;SUP. IOB - R.SUPER LEGAL;2;2;MIGUEL.PB;Joao Pessoa;SUPER LEGAL
589;SUP. ENEAS - R.SUPER LEGAL;2;15;FERNANDO.PB;SAO JOAO RIO PEIXE;SUPER LEGAL
590;SUP. FELIX - R.SUPER LEGAL;2;15;FERNANDO.PB;SOUSA;SUPER LEGAL
591;SUP. PEG PAG - R.SUPER LEGAL;2;15;FERNANDO.PB;PIANCO;SUPER LEGAL
592;SUP. ALVES - R.SUPER LEGAL;2;15;FERNANDO.PB;SOUSA;SUPER LEGAL
593;SUP. NONATAO - R.SUPER LEGAL;2;15;FERNANDO.PB;UIRAUNA;SUPER LEGAL
594;SUP. NOVA VIDA - R.SUPER LEGAL;2;15;FERNANDO.PB;SANTA LUZIA;SUPER LEGAL
595;MERC. DOIS IRMAOS - R.SUPER LEGAL;2;15;FERNANDO.PB;CUITE;SUPER LEGAL
596;PANIF. FAUSTINO - R.SUPER LEGAL;2;2;MIGUEL.PB;Joao Pessoa;SUPER LEGAL
597;MERC. MAIA - R.SUPER LEGAL;2;15;FERNANDO.PB;POMBAL;SUPER LEGAL
598;SUP. SAO LUIZ - R.SUPER LEGAL;2;15;FERNANDO.PB;SANTA CRUZ;SUPER LEGAL
600;MERC. BOA SORTE - R.SUPER LEGAL;2;15;FERNANDO.PB;AREIA;SUPER LEGAL
601;MAGAZINE BOA SORTE - R.SUPER LEGAL;2;15;FERNANDO.PB;AREIA;SUPER LEGAL
602;SUP. EL-SHADAY - R.SUPER LEGAL;2;15;FERNANDO.PB;APARECIDA;SUPER LEGAL
603;SUP. PAGUE MENOS-REDE SUPER LEGAL;2;15;FERNANDO.PB;JUAZEIRINHO;SUPER LEGAL
604;MERC. MENOR PRECO-REDE COMPREMAIS;2;15;FERNANDO.PB;Campina Grande;REDE COMPREMAIS
605;SUP. BRISA MAR;2;2;MIGUEL.PB;SANTA RITA;
607;SUP. MAIA-REDE SUPER LEGAL;2;15;FERNANDO.PB;POMBAL;SUPER LEGAL
608;SUP. SOUZA-REDE SUPER LEGAL;2;2;MIGUEL.PB;Joao Pessoa;SUPER LEGAL
609;MERC. SANTA RITA;2;2;MIGUEL.PB;RIO TINTO;
610;SUP. NONATAO LJ 02 - R.SUPER LEGAL;2;15;FERNANDO.PB;UIRAUNA;SUPER LEGAL
611;BODEGA DO ADENOR - R.SUPER LEGAL;2;15;FERNANDO.PB;SERRA BRANCA;SUPER LEGAL
613;DISTRIBUIDORA QUEIROZ-REDE SUPER Q;42;14;GILSON.RN;SAO MIGUEL;SUPER Q
614;QUEIROZ SUPER Q ATACAREJO - REDE SUPER Q;42;14;GILSON.RN;Pau dos Ferros;SUPER Q
615;SUP. BANDEIRANTES - R.SUPERSHOW;2;18;ANDRE.RN;Natal;SUPER SHOW
616;MONTEALEGRENSE PARNAMIRIM LJ 04 - R.SUPE;2;20;ELIZABETE.RN;Parnamirim;SUPER SHOW
617;SUP. SAO VICENTE - R.SUPER SHOW;2;18;ANDRE.RN;Natal;SUPER SHOW
618;SUP. ALTO-ALVORADA PAJUCARA- R.SUPER SHOW;2;20;ELIZABETE.RN;Natal;SUPER SHOW
619;SUP. ASA NORTE PAJUCARA - R.SUPER SHOW;2;18;ANDRE.RN;Natal;SUPER SHOW
620;MS BARROS ABEL CABRAL - R.SUPER SHOW;2;57;PAULINO.RN;Parnamirim;SUPER SHOW
621;SUP. MAIA I SATELITE - R.SUPER SHOW;2;46;LIDIANE.RN;Natal;SUPER SHOW
622;MONTEALEGRENSE I JOAO PAIVA - R.SUPER SHOW;2;20;ELIZABETE.RN;Monte Alegre;SUPER SHOW
623;SUP. VAREJAO DO SATELITE - R.SUPER SHOW;2;20;ELIZABETE.RN;Natal;SUPER SHOW
624;SUP. VIVA BEM I QUINTAS - R.SUPER SHOW;2;36;KELVIN.RN;Natal;SUPER SHOW
625;SUP. MAIA NEOPOLIS  II - R.SUPER SHOW;2;46;LIDIANE.RN;Natal;SUPER SHOW
626;SUP. GOMES MATRIZ STO ANTONIO - R.SUPER SHOW;2;64;CLAUDIO.RN;Santo Ant?nio;SUPER SHOW
627;MONTEALEGRENSE PIRANGI DO NT-R.SUPER SHOW;2;20;ELIZABETE.RN;Parnamirim;SUPER SHOW
629;SUP. GOMES F.CAMARAO - R.SUPERSHOW;2;36;KELVIN.RN;Natal;SUPER SHOW
630;MS BARROS COOPHAB LJ 2 - R.SUPER SHOW;2;57;PAULINO.RN;Parnamirim;SUPER SHOW
631;SUP. BIS NATAL - R.SUPER SHOW;2;36;KELVIN.RN;Natal;SUPER SHOW
632;SUP. BIS ROSA DOS VENTOS LJ 02 -R.SUPER SHOW;2;36;KELVIN.RN;Parnamirim;SUPER SHOW
633;MONTEALEGRENSE MACAIBA - R.SUPER SHOW;2;20;ELIZABETE.RN;Macaiba;SUPER SHOW
634;SUP. BIS PASSAGEM DE AREIA LJ 03 - R.SUPER SHOW;2;36;KELVIN.RN;Parnamirim;SUPER SHOW
635;SUP. ASA NORTE IGAPO - R.SUPERSHOW;2;18;ANDRE.RN;Natal;SUPER SHOW
637;MERC. MINIPRECO - R.SUPERCOP;2;64;CLAUDIO.RN;Sao Jose de Mipibu;SUPERCOP
638;SUP. SAO JOSE - REDE SUPERCOP;2;36;KELVIN.RN;Natal;SUPERCOP
639;SUP. ANGICANO - REDE SUPERCOP;2;57;PAULINO.RN;Natal;SUPERCOP
640;SUPERCOP AGUAS CLARAS - REDE SUPERCOP;2;46;LIDIANE.RN;Parnamirim;SUPERCOP
641;SUP. BOM JESUS - REDE SUPERCOP;2;64;CLAUDIO.RN;Bom Jesus;SUPERCOP
